RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-1055,Aluno-1055,2024,12,Masculino,2023,1.0,Pública,1J,1,1J,Ágata,6.403040909100001,5.0,5.5,5.7954545455,10.002,7.51,7.1875,5.87,4.0,7.0,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-1056,Aluno-1056,2023,9,Masculino,2023,0.0,Pública,FASE 1,1,1K,Topázio,8.551741667,10.0,8.1,9.6,8.5,7.52,7.96875,8.113333333,7.8,8.3,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-1056,Aluno-1056,2024,10,Masculino,2023,1.0,Pública,1L,1,1L,Topázio,8.192009523800001,5.0,8.25,9.2857142855,8.502,7.51,9.166666667,8.335,8.5,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1057,Aluno-1057,2023,9,Feminino,2023,0.0,Pública,FASE 1,1,1L,Topázio,8.4827,10.0,6.3,10.0,10.0,7.52,8.125,8.34,6.5,6.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-1057,Aluno-1057,2024,10,Feminino,2023,1.0,Pública,1L,1,1L,Topázio,8.2352,5.0,8.0,10.0,10.002,6.26,8.75,8.17,8.0,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1058,Aluno-1058,2023,9,Feminino,2023,0.0,Pública,FASE 1,1,1L,Ametista,7.356533333,10.0,5.4,8.7,10.0,3.14,7.083333333,7.62,4.0,6.7,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-1058,Aluno-1058,2024,10,Feminino,2023,1.0,Pública,1K,1,1K,Ametista,7.703347619,5.0,7.75,8.095238095,9.168,6.88,8.125,8.085,7.5,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1059,Aluno-1059,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1M,Ametista,7.763741667,5.0,7.6,9.8,10.0,2.52,7.96875,8.673333333,6.2,9.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1059,Aluno-1059,2024,11,Masculino,2023,1.0,Pública,2M,2,2M,Topázio,8.678450000000002,10.0,7.5,10.0,8.002,6.26,9.0625,9.23,7.5,7.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-106,Aluno-106,2022,15,Feminino,2016,6.0,Rede Decisão,4,4,A,Ametista,7.973,5.0,7.4,8.0,9.2,9.4,,8.375,7.8,7.2,7.2,Fase 5 (1º EM),5.0,-1,Moderada,False,True,Sem limitações
RA-106,Aluno-106,2023,15,Feminino,2016,7.0,Privada - Programa de Apadrinhamento,FASE 5,5,5A,Ametista,7.769658333,10.0,7.3,9.1,7.9,5.0,7.03125,7.5075,6.7,6.8,8.3,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-106,Aluno-106,2024,16,Feminino,2021,3.0,Privada - Programa de Apadrinhamento,6A,6,6A,Ametista,7.721664285733334,10.0,5.666666666666667,8.761904762,9.168,5.635,7.8125,7.872,7.0,3.5,6.5,Fase 6 (2° EM),6.0,0,Em fase,,,
RA-1060,Aluno-1060,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1M,Ametista,7.095741667,5.0,5.7,8.6,9.0,3.14,7.96875,8.673333333,4.3,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1060,Aluno-1060,2024,12,Masculino,2023,1.0,Pública,2M,2,2M,Ágata,6.448416666600001,10.0,3.25,6.0,9.585,6.26,7.8125,6.163333333,3.5,3.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1061,Aluno-1061,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1M,Topázio,8.196533333,5.0,9.3,9.7,9.5,3.14,8.75,8.836666667,8.8,9.7,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1061,Aluno-1061,2024,11,Masculino,2023,1.0,Pública,2M,2,2M,Topázio,8.76595,10.0,8.5,10.0,8.502,6.26,8.4375,8.73,7.0,10.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1062,Aluno-1062,2023,9,Masculino,2023,0.0,Pública,FASE 1,1,1M,Ametista,7.448841667,10.0,6.2,7.7,7.4,3.77,8.59375,8.503333333,4.8,7.5,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-1062,Aluno-1062,2024,10,Masculino,2023,1.0,Pública,1L,1,1L,Ametista,7.6147238096,5.0,7.25,9.047619048,8.002,5.63,8.75,8.085,6.5,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1063,Aluno-1063,2023,11,Masculino,2023,0.0,Privada - Programa de Apadrinhamento,FASE 1,1,1N,Ametista,7.490825,5.0,5.9,9.5,9.5,7.52,6.40625,7.89,4.7,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1063,Aluno-1063,2024,12,Masculino,2023,1.0,Pública,2N,2,2N,Ametista,7.279250000000001,5.0,7.75,9.75,5.25,7.51,7.8125,6.11,9.0,6.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1064,Aluno-1064,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1N,Topázio,8.4777,5.0,8.6,9.8,8.5,7.52,9.375,8.84,8.3,8.8,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1064,Aluno-1064,2024,11,Masculino,2023,1.0,Pública,2N,2,2N,Topázio,8.9802350877,10.0,8.5,9.7368421055,9.502,7.51,8.75,8.783333333,8.0,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1065,Aluno-1065,2023,10,Feminino,2023,0.0,Pública,FASE 1,1,1N,Topázio,8.03395,5.0,7.0,9.6,8.5,7.52,8.4375,8.84,7.7,6.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1065,Aluno-1065,2024,11,Feminino,2023,1.0,Pública,2N,2,2N,Topázio,8.8634934783,10.0,9.25,8.8152173915,9.502,6.26,9.0625,8.84,9.0,9.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1066,Aluno-1066,2023,10,Feminino,2023,0.0,Pública,FASE 1,1,1N,Ametista,7.262616667,5.0,6.2,6.6,8.5,7.52,8.4375,8.783333333,4.2,8.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1066,Aluno-1066,2024,11,Feminino,2023,1.0,Pública,2L,2,2L,Ametista,7.9326223603,10.0,7.25,8.3954451345,9.502,6.26,7.5,7.386666667,7.0,7.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1067,Aluno-1067,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1N,Ágata,6.541458333,5.0,5.4,7.9,0.0,7.52,8.28125,9.006666667,4.5,6.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1067,Aluno-1067,2024,11,Masculino,2023,1.0,Pública,1K,1,1K,Ametista,7.840033333300001,5.0,6.75,8.333333332999999,10.002,7.51,8.541666667,8.59,6.5,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1068,Aluno-1068,2023,10,Masculino,2023,0.0,Pública,FASE 1,1,1P,Topázio,8.472533333,5.0,9.0,9.3,8.5,6.89,9.166666667,9.283333333,8.3,9.7,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1068,Aluno-1068,2024,11,Masculino,2023,1.0,Pública,2R,2,2R,Topázio,9.0150030303,10.0,9.5,9.068181818,9.502,7.51,8.541666667,8.73,9.0,10.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1069,Aluno-1069,2023,11,Masculino,2023,0.0,Pública,FASE 1,1,1P,Ametista,7.590033333,5.0,7.1,7.8,9.0,7.52,8.125,8.226666667,7.5,6.7,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1069,Aluno-1069,2024,12,Masculino,2023,1.0,Pública,2K,2,2K,Ametista,7.678917391300001,10.0,6.25,7.0760869565,9.002,7.51,8.125,7.75,7.0,5.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-107,Aluno-107,2022,15,Feminino,2018,4.0,Escola Pública,4,4,A,Ágata,6.258,5.0,4.6,6.4,7.5,7.5,,6.5,3.3,4.3,6.0,Fase 5 (1º EM),5.0,-1,Moderada,True,False,Sem limitações
RA-107,Aluno-107,2023,15,Feminino,2018,5.0,Pública,FASE 5,5,5C,Ágata,6.845208333,10.0,7.0,8.5,0.0,5.0,7.34375,7.5875,6.0,5.2,9.7,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-107,Aluno-107,2024,16,Feminino,2021,3.0,Pública,5D,5,5D,Ágata,6.676130827066667,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,7.5,6.964,0.0,4.5,9.5,Fase 6 (2° EM),6.0,-1,Moderada,,,
RA-1070,Aluno-1070,2023,11,Masculino,2023,0.0,Pública,FASE 1,1,1P,Ágata,6.939033333,5.0,5.8,7.8,9.0,3.14,7.708333333,8.67,5.3,6.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1070,Aluno-1070,2024,12,Masculino,2023,1.0,Pública,1P,1,1P,Ágata,6.287171861500001,5.0,2.25,9.3073593075,9.002,5.635,6.875,6.6225,4.5,0.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1071,Aluno-1071,2023,11,Masculino,2023,0.0,Pública,FASE 1,1,1R,Ágata,6.414033333,5.0,3.5,8.6,9.0,7.52,5.625,6.396666667,1.7,5.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-1071,Aluno-1071,2024,12,Masculino,2023,1.0,Pública,2R,2,2R,Quartzo,4.8048623378,5.0,4.5,4.188311688500001,8.002,7.51,4.166666667,2.996666667,4.0,5.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1072,Aluno-1072,2023,11,Masculino,2023,0.0,Pública,FASE 2,2,2A,Topázio,8.0152,10.0,6.7,8.6,9.0,5.0,8.125,8.7125,5.2,8.2,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1072,Aluno-1072,2024,12,Masculino,2023,1.0,Pública,3B,3,3B,Ametista,7.8153856754,10.0,8.166666666666666,5.627886710333333,8.751,8.755,7.96875,7.545,8.0,7.0,9.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1073,Aluno-1073,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2A,Ágata,6.384333333,5.0,6.2,8.8,0.0,2.52,8.333333333,9.045,4.8,7.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1073,Aluno-1073,2024,13,Feminino,2022,2.0,Pública,3A,3,3A,Ametista,7.0859945773333335,10.0,6.5,6.370972886666667,9.168,7.5,6.875,5.7875,6.5,5.0,8.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1074,Aluno-1074,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2A,Ágata,6.195833333,5.0,6.0,9.8,0.0,2.52,7.083333333,7.8775,8.0,4.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1075,Aluno-1075,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2A,Ágata,6.591333333,5.0,5.5,9.6,0.0,5.0,7.708333333,9.0025,5.0,6.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1075,Aluno-1075,2024,13,Feminino,2023,1.0,Pública,2A,2,2A,Ágata,6.8100812324,5.0,6.0,8.5154061625,7.5,3.755,7.708333333,7.553333333,5.0,7.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1076,Aluno-1076,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2A,Ametista,7.901033333,5.0,8.5,9.7,9.0,2.52,8.333333333,8.8775,9.0,8.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1076,Aluno-1076,2024,13,Feminino,2021,3.0,Pública,3A,3,3A,Ametista,7.479598365200001,10.0,6.333333333333333,7.777033492666668,8.334,8.125,7.03125,6.5425,5.5,6.5,7.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1077,Aluno-1077,2023,11,Masculino,2023,0.0,Pública,FASE 2,2,2B,Ametista,7.2115,10.0,7.3,9.7,0.0,2.52,8.75,8.4225,6.8,7.8,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1077,Aluno-1077,2024,12,Masculino,2023,1.0,Pública,3D,3,3D,Quartzo,5.543865740733334,10.0,2.0,7.703703703666666,0.0,6.885,6.40625,6.37,0.0,6.0,0.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1078,Aluno-1078,2023,14,Masculino,2023,0.0,Pública,FASE 2,2,2B,Ágata,6.472333333,5.0,6.4,6.8,5.3,2.52,8.958333333,8.2975,4.3,8.5,,Fase 4 (9° ano),4.0,-2,Moderada,,,
RA-1079,Aluno-1079,2023,12,Masculino,2023,0.0,Pública,FASE 2,2,2B,Ágata,6.916533333,5.0,7.6,8.1,9.0,2.52,7.083333333,7.13,7.3,7.8,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1079,Aluno-1079,2024,13,Masculino,2023,1.0,Pública,3B,3,3B,Quartzo,5.4253413299333335,10.0,6.333333333333333,4.516498316333333,7.5,2.51,4.21875,4.1625,5.0,7.5,6.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-108,Aluno-108,2022,17,Feminino,2019,3.0,Escola Pública,4,4,A,Quartzo,5.547,2.5,5.0,7.7,4.6,5.0,,6.125,3.0,5.8,6.2,Fase 7 (3º EM),7.0,-3,Severa,False,False,Não indicado
RA-108,Aluno-108,2023,17,Feminino,2019,4.0,Concluiu o 3º EM,FASE 5,5,5B,Quartzo,4.9308,5.0,2.9,7.3,5.8,2.52,4.375,5.59,2.7,3.2,2.8,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-1080,Aluno-1080,2023,12,Masculino,2023,0.0,Pública,FASE 2,2,2B,Ágata,6.571966667,5.0,1.5,10.0,7.9,5.0,8.541666667,8.13,0.0,3.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1081,Aluno-1081,2023,14,Feminino,2023,0.0,Pública,FASE 2,2,2B,Ametista,7.666033333,5.0,6.5,10.0,10.0,2.52,8.958333333,8.59,8.0,5.0,,Fase 4 (9° ano),4.0,-2,Moderada,,,
RA-1081,Aluno-1081,2024,15,Feminino,2023,1.0,Privada - Programa de Apadrinhamento,4C,4,4C,Topázio,8.5452952381,10.0,8.833333333333334,9.523809523666666,6.667,5.005,9.166666667,8.95,9.5,8.0,9.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-1082,Aluno-1082,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2B,Ametista,7.1617,5.0,5.0,9.5,9.5,2.52,8.75,8.4225,3.5,6.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1082,Aluno-1082,2024,13,Feminino,2023,1.0,Pública,2A,2,2A,Ágata,6.6114857142,5.0,3.75,7.5714285715,7.502,10.0,7.083333333,6.943333333,2.0,5.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1083,Aluno-1083,2023,10,Feminino,2023,0.0,Pública,FASE 2,2,2B,Topázio,8.2345,10.0,7.5,10.0,6.8,5.0,8.75,8.38,7.0,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1084,Aluno-1084,2023,11,Feminino,2023,0.0,Pública,FASE 2,2,2B,Ametista,7.9948,10.0,6.8,10.0,8.4,2.52,8.75,8.38,5.0,8.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1084,Aluno-1084,2024,12,Feminino,2023,1.0,Pública,3A,3,3A,Ágata,6.9071109649333335,10.0,3.6666666666666665,7.705263158,8.751,5.63,7.03125,7.4575,1.0,6.0,4.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1085,Aluno-1085,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2C,Ágata,6.563833333,5.0,6.7,9.8,0.0,2.52,8.958333333,8.13,6.0,7.3,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1086,Aluno-1086,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.2382,5.0,5.7,9.4,8.5,2.52,8.75,8.755,6.0,5.3,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1087,Aluno-1087,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.2067,5.0,5.4,9.5,10.0,2.52,8.75,8.0475,3.7,7.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1087,Aluno-1087,2024,13,Feminino,2023,1.0,Pública,3B,3,3B,Ágata,6.913936532,10.0,2.6666666666666665,8.393265993333333,7.917,8.755,7.1875,6.58,2.0,5.0,1.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1088,Aluno-1088,2023,13,Masculino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.4717,5.0,6.8,9.8,9.5,2.52,8.75,7.9225,6.0,7.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1089,Aluno-1089,2023,11,Feminino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.9947,10.0,7.0,9.5,9.0,2.52,8.75,8.3375,6.0,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1089,Aluno-1089,2024,12,Feminino,2023,1.0,Pública,3D,3,3D,Ametista,7.6221531746,10.0,6.833333333333333,7.039682539666667,9.168,8.13,7.1875,6.995,6.0,6.0,8.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-109,Aluno-109,2022,16,Masculino,2021,1.0,Rede Decisão,4,4,A,Topázio,8.512,5.0,8.4,10.0,8.8,8.8,,8.667,7.8,7.5,9.9,Fase 6 (2º EM),6.0,-2,Moderada,False,True,Sem limitações
RA-109,Aluno-109,2023,17,Masculino,2021,2.0,Privada - Programa de Apadrinhamento,FASE 6,6,6A,Topázio,8.3184,5.0,8.3,9.9,8.3,7.52,8.75,8.59,7.0,8.2,9.7,Fase 7 (3° EM),7.0,-1,Moderada,,,
RA-1090,Aluno-1090,2023,13,Masculino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.844033333,5.0,9.0,9.6,9.0,2.52,8.958333333,7.88,8.7,9.3,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1090,Aluno-1090,2024,14,Masculino,2023,1.0,Pública,3D,3,3D,Ametista,7.7652831384,10.0,6.333333333333333,7.621832358666666,9.585,7.51,7.8125,7.4175,3.5,7.5,8.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1091,Aluno-1091,2023,12,Masculino,2023,0.0,Pública,FASE 2,2,2C,Topázio,8.032533333,5.0,9.5,9.0,8.5,2.52,8.958333333,9.1725,9.3,9.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1092,Aluno-1092,2023,12,Masculino,2023,0.0,Pública,FASE 2,2,2C,Ametista,7.41,5.0,6.9,9.8,7.8,2.52,8.75,8.2975,6.0,7.8,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1093,Aluno-1093,2023,11,Masculino,2023,0.0,Pública,FASE 2,2,2C,Topázio,8.197533333,10.0,9.2,9.3,7.0,2.52,8.958333333,8.2975,9.3,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1093,Aluno-1093,2024,12,Masculino,2023,1.0,Pública,3D,3,3D,Topázio,8.5079027778,10.0,8.666666666666666,7.722222222333333,7.5,8.13,8.90625,8.8825,8.5,8.0,9.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1094,Aluno-1094,2023,11,Feminino,2023,0.0,Pública,FASE 2,2,2C,Topázio,8.1779,10.0,8.5,9.5,7.8,2.52,8.75,8.3375,7.8,9.2,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1094,Aluno-1094,2024,12,Feminino,2023,1.0,Pública,3D,3,3D,Topázio,8.0164785714,10.0,7.333333333333333,9.523809523666666,9.168,2.51,8.4375,8.1675,6.0,7.5,8.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1095,Aluno-1095,2023,13,Masculino,2023,0.0,Pública,FASE 2,2,2C,Ágata,6.238,5.0,5.3,9.8,0.0,2.52,8.75,8.005,5.8,4.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1095,Aluno-1095,2024,14,Masculino,2023,1.0,Pública,3D,3,3D,Ágata,6.108547514666667,10.0,2.3333333333333335,7.84502924,7.5,7.51,5.46875,5.125,3.0,2.0,2.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1096,Aluno-1096,2023,10,Feminino,2023,0.0,Pública,FASE 2,2,2D,Topázio,8.615533333,10.0,9.6,9.9,9.5,2.52,8.958333333,8.0875,9.5,9.7,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1096,Aluno-1096,2024,11,Feminino,2023,1.0,Pública,3B,3,3B,Topázio,9.189883333333334,10.0,8.5,9.866666666666667,9.168,8.755,9.0625,9.09,8.5,7.0,10.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-1097,Aluno-1097,2023,14,Masculino,2023,0.0,Pública,FASE 2,2,2D,Ágata,6.9547,5.0,5.4,8.6,9.5,5.0,8.125,6.96,4.3,6.5,,Fase 4 (9° ano),4.0,-2,Moderada,,,
RA-1097,Aluno-1097,2024,15,Masculino,2023,1.0,Pública,3C,3,3C,Quartzo,5.475324895633334,5.0,3.0,4.849791144666667,10.002,6.25,6.041666667,5.88,4.5,4.5,0.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-1098,Aluno-1098,2023,13,Feminino,2023,0.0,Pública,FASE 2,2,2D,Ametista,7.2787,5.0,6.4,9.5,9.5,2.52,8.125,7.92,6.3,6.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1098,Aluno-1098,2024,14,Feminino,2023,1.0,Pública,3D,3,3D,Ágata,6.5744562514,10.0,3.5,5.822406257,8.751,7.51,7.34375,6.7475,1.0,3.5,6.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1099,Aluno-1099,2023,13,Feminino,2023,0.0,Pública,FASE 2,2,2F,Ametista,7.113533333,5.0,5.2,9.6,9.0,2.52,8.333333333,8.34,5.7,4.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1099,Aluno-1099,2024,14,Feminino,2023,1.0,Pública,3G,3,3G,Ametista,7.332483333333334,10.0,3.8333333333333335,8.133333333333333,8.334,10.0,7.8125,6.6225,2.5,3.5,5.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-11,Aluno-11,2022,18,Feminino,2016,6.0,Escola Pública,7,7,A,Quartzo,5.323,5.0,3.0,4.2,9.2,5.0,,6.389,1.8,2.5,4.5,Fase 8 (Universitários),8.0,-1,Moderada,False,False,Requer avaliação
RA-110,Aluno-110,2022,14,Masculino,2017,5.0,Rede Decisão,4,4,A,Topázio,8.15,10.0,6.7,9.7,9.2,5.6,,8.0,8.3,5.7,6.0,Fase 4 (9º ano),4.0,0,Em fase,False,False,Requer avaliação
RA-110,Aluno-110,2023,15,Masculino,2017,6.0,Privada - Programa de Apadrinhamento,FASE 5,5,5A,Topázio,8.0879,10.0,7.5,8.6,8.3,5.0,8.75,8.2975,8.3,6.2,8.0,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-110,Aluno-110,2024,16,Masculino,2021,3.0,Privada - Programa de Apadrinhamento,5A,5,5A,Topázio,8.6324939394,10.0,8.5,9.696969697,9.168,6.255,7.5,8.504,10.0,7.0,8.5,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-1100,Aluno-1100,2023,11,Masculino,2023,0.0,Pública,FASE 2,2,2F,Topázio,8.261033333,10.0,7.1,9.2,10.0,5.0,8.541666667,8.283333333,6.3,7.8,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1100,Aluno-1100,2024,12,Masculino,2023,1.0,Pública,3G,3,3G,Ágata,6.649708333333334,10.0,4.666666666666667,7.1000000000000005,7.5,7.51,6.71875,5.6175,4.0,4.0,6.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-1101,Aluno-1101,2023,10,Masculino,2023,0.0,Pública,FASE 2,2,2F,Ágata,6.446666667,10.0,5.3,7.2,0.0,5.0,8.333333333,8.116666667,4.2,6.3,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1102,Aluno-1102,2023,11,Masculino,2023,0.0,Pública,FASE 2,2,2F,Topázio,8.123033333,10.0,7.5,9.5,9.5,5.0,7.708333333,7.56,5.7,9.2,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1102,Aluno-1102,2024,12,Masculino,2023,1.0,Pública,3H,3,3H,Topázio,8.440611904733334,10.0,9.333333333333334,9.390476190333333,8.751,8.13,5.9375,7.07,10.0,8.0,10.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-1103,Aluno-1103,2023,10,Masculino,2023,0.0,Pública,FASE 2,2,2F,Ametista,7.574866667,10.0,5.0,8.7,9.0,5.0,8.333333333,8.006666667,4.5,5.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1103,Aluno-1103,2024,11,Masculino,2023,1.0,Pública,2H,2,2H,Ametista,7.861995031000001,10.0,7.25,7.763975155000001,8.502,7.51,7.5,7.54,6.0,8.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-1104,Aluno-1104,2023,13,Feminino,2023,0.0,Pública,FASE 2,2,2G,Ametista,7.265533333,5.0,6.4,10.0,5.7,2.52,8.541666667,9.063333333,5.5,7.3,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1105,Aluno-1105,2023,13,Feminino,2023,0.0,Pública,FASE 2,2,2G,Ágata,6.299166667,5.0,6.0,9.0,0.0,2.52,8.125,8.673333333,5.0,7.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1106,Aluno-1106,2023,12,Masculino,2023,0.0,Pública,FASE 2,2,2H,Ametista,7.1642,5.0,5.1,9.3,8.5,5.0,8.333333333,8.003333333,5.2,5.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1106,Aluno-1106,2024,13,Masculino,2023,1.0,Pública,3F,3,3F,Quartzo,5.936272086266667,10.0,0.0,5.4312354313333335,8.334,7.51,7.65625,7.5,0.0,0.0,0.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-1107,Aluno-1107,2023,12,Feminino,2023,0.0,Pública,FASE 2,2,2H,Ametista,7.9327,5.0,7.5,9.4,9.0,5.0,8.958333333,8.783333333,8.0,7.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-1107,Aluno-1107,2024,13,Feminino,2023,1.0,Pública,3G,3,3G,Quartzo,5.9731,10.0,2.5,6.2,8.751,2.51,7.5,6.785,1.0,3.5,3.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
