RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-684,Aluno-684,2022,7,Masculino,2022,0.0,Escola Pública,0,0,C,Topázio,8.26,10.0,9.3,7.5,9.5,8.1,,7.917,9.0,9.6,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-684,Aluno-684,2023,8,Masculino,2022,1.0,Privada,ALFA,0,ALFA D - G2/G3,Ametista,7.4277,10.0,6.5,8.1,9.0,7.52,6.875,5.84,8.3,4.7,,ALFA (1° e 2° ano),,0,Em fase,,,
RA-684,Aluno-684,2024,9,Masculino,2022,2.0,Privada,1C,1,1C,Ametista,7.769381818200001,10.0,4.25,9.090909091,10.002,7.51,7.5,8.0,2.5,6.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-685,Aluno-685,2022,9,Masculino,2022,0.0,Escola Pública,0,0,C,Ágata,6.864,5.0,8.0,6.2,9.0,5.0,,7.833,8.0,8.0,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não indicado
RA-686,Aluno-686,2022,9,Feminino,2022,0.0,Escola Pública,0,0,D,Ametista,7.729,5.0,8.8,8.6,7.5,8.1,,8.083,9.2,8.5,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-686,Aluno-686,2023,10,Feminino,2022,1.0,Pública,FASE 1,1,1C,Ametista,7.9642,5.0,8.0,9.0,8.5,7.52,7.5,8.56,7.3,8.7,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-686,Aluno-686,2024,11,Feminino,2022,2.0,Pública,2C,2,2C,Topázio,8.040259523700001,10.0,7.25,8.7857142855,8.002,6.885,8.4375,7.503333333,5.0,9.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-687,Aluno-687,2022,9,Masculino,2022,0.0,Escola Pública,0,0,D,Ametista,7.703,5.0,8.3,9.0,8.5,8.1,,8.0,9.0,7.5,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-687,Aluno-687,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1A,Ametista,7.617533333,5.0,6.9,9.0,8.0,7.52,7.5,8.226666667,6.7,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-687,Aluno-687,2024,11,Masculino,2022,2.0,Pública,2D,2,2D,Topázio,8.2739844611,10.0,7.25,9.2355889725,7.502,7.51,8.75,8.003333333,6.5,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-688,Aluno-688,2022,9,Masculino,2022,0.0,Escola Pública,0,0,D,Ametista,7.771,5.0,7.9,9.7,8.5,7.5,,7.917,8.0,7.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-688,Aluno-688,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1A,Topázio,8.0442,5.0,8.6,9.3,8.5,7.52,7.5,8.06,8.2,9.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-688,Aluno-688,2024,11,Masculino,2022,2.0,Pública,2B,2,2B,Topázio,8.986533333300002,10.0,7.5,10.0,9.502,8.13,8.333333333,9.45,6.0,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-689,Aluno-689,2022,9,Feminino,2022,0.0,Escola Pública,0,0,D,Ágata,6.433,5.0,5.8,7.9,7.4,5.6,,6.667,6.0,5.5,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Requer avaliação
RA-69,Aluno-69,2022,16,Masculino,2018,4.0,Escola Pública,5,5,C,Quartzo,5.718,5.0,2.5,6.1,8.3,7.5,,6.167,4.7,2.6,0.3,Fase 6 (2º EM),6.0,-1,Moderada,False,False,Sem limitações
RA-690,Aluno-690,2022,9,Feminino,2022,0.0,Escola Pública,0,0,D,Ametista,7.541,5.0,7.0,9.5,9.5,7.5,,7.417,7.2,6.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Requer avaliação
RA-690,Aluno-690,2023,10,Feminino,2022,1.0,Pública,ALFA,0,ALFA D - G2/G3,Topázio,8.6112,5.0,9.1,9.8,9.0,6.89,7.5,10.01,9.3,8.8,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-690,Aluno-690,2024,11,Feminino,2022,2.0,Pública,1E,1,1E,Ametista,7.3853681818000005,5.0,6.25,8.409090909,7.918,7.51,8.4375,7.835,7.5,5.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-691,Aluno-691,2022,8,Feminino,2022,0.0,Escola Pública,0,0,D,Topázio,8.68,10.0,9.4,9.2,10.0,8.1,,7.917,9.6,9.3,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-692,Aluno-692,2022,9,Feminino,2021,1.0,Escola Pública,0,0,D,Ametista,7.569,5.0,6.9,8.9,9.5,8.1,,7.917,7.0,6.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-692,Aluno-692,2023,10,Feminino,2021,2.0,Privada,FASE 1,1,1C,Ágata,6.588466667,5.0,4.6,7.7,7.4,7.52,6.666666667,7.39,2.8,6.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-693,Aluno-693,2022,7,Feminino,2022,0.0,Escola Pública,0,0,D,Ametista,7.944,10.0,5.7,9.8,9.5,8.1,,7.667,5.0,6.3,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-693,Aluno-693,2023,8,Feminino,2022,1.0,Pública,ALFA,0,ALFA D - G2/G3,Topázio,9.0112,10.0,8.5,9.4,10.0,6.89,7.5,10.01,8.2,8.7,,ALFA (1° e 2° ano),,0,Em fase,,,
RA-693,Aluno-693,2024,9,Feminino,2022,2.0,Pública,1C,1,1C,Topázio,8.9079954545,10.0,8.0,9.5227272725,10.002,9.38,7.8125,8.42,8.0,8.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-694,Aluno-694,2022,8,Masculino,2022,0.0,Escola Pública,0,0,D,Topázio,8.378,10.0,8.1,9.0,10.0,8.1,,7.917,8.2,8.0,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-695,Aluno-695,2022,8,Feminino,2021,1.0,Escola Pública,0,0,E,Quartzo,4.28,10.0,2.5,3.1,9.0,7.5,,2.5,2.2,2.8,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-696,Aluno-696,2022,9,Feminino,2021,1.0,Escola Pública,0,0,E,Ametista,7.441,5.0,6.6,9.0,8.5,7.5,,8.167,6.5,6.7,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-696,Aluno-696,2023,9,Feminino,2021,2.0,Pública,FASE 1,1,1A,Ametista,7.172666667,10.0,6.7,9.4,0.0,5.02,7.5,8.503333333,5.2,8.2,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-696,Aluno-696,2024,10,Feminino,2021,3.0,Pública,2B,2,2B,Ametista,7.482680952299999,10.0,5.25,7.845238095,7.418,7.51,7.708333333,8.0,5.0,5.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-697,Aluno-697,2022,11,Masculino,2021,1.0,Escola Pública,0,0,E,Ametista,7.675,5.0,8.4,9.3,7.0,7.5,,8.083,8.8,8.0,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Sem limitações
RA-698,Aluno-698,2022,9,Masculino,2021,1.0,Escola Pública,0,0,E,Ametista,7.44,5.0,8.1,9.8,9.0,2.5,,8.083,8.0,8.2,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Requer avaliação
RA-698,Aluno-698,2023,9,Masculino,2021,2.0,Pública,FASE 1,1,1B,Ametista,7.553616667,10.0,5.7,9.9,8.5,2.52,7.1875,8.113333333,4.3,7.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-698,Aluno-698,2024,10,Masculino,2021,3.0,Pública,2A,2,2A,Ametista,7.3363190476,10.0,4.5,8.3214285715,9.002,6.88,7.291666667,7.273333333,3.0,6.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-699,Aluno-699,2022,9,Masculino,2022,0.0,Escola Pública,0,0,E,Ágata,6.658,5.0,7.1,9.2,5.2,7.5,,6.0,7.5,6.7,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-699,Aluno-699,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1A,Ágata,6.389991667,5.0,6.0,8.3,8.5,3.77,5.78125,6.173333333,5.7,6.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-699,Aluno-699,2024,11,Masculino,2022,2.0,Pública,1A,1,1A,Ágata,6.427771212000001,5.0,6.5,7.727272727000001,6.334,6.26,6.5625,5.833333333,7.0,6.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-7,Aluno-7,2022,18,Masculino,2017,5.0,Rede Decisão,7,7,A,Ágata,6.818,5.0,7.6,8.4,0.0,7.5,,7.667,8.2,5.7,9.0,Fase 8 (Universitários),8.0,-1,Moderada,False,False,Sem limitações
RA-7,Aluno-7,2023,19,Masculino,2017,6.0,Privada *Parcerias com Bolsa 100%,FASE 8,8,8E,,,10.0,,,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-7,Aluno-7,2024,20,Masculino,2021,3.0,Privada *Parcerias com Bolsa 100%,8E,8,8E,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-70,Aluno-70,2022,16,Feminino,2017,5.0,Escola Pública,5,5,C,Quartzo,5.712,5.0,2.9,6.6,8.8,5.0,,6.111,5.7,2.9,0.2,Fase 6 (2º EM),6.0,-1,Moderada,False,False,Sem limitações
RA-70,Aluno-70,2023,17,Feminino,2017,6.0,Pública,FASE 5,5,5C,Ágata,6.869133333,5.0,4.3,9.2,9.2,5.0,7.5,7.545,3.0,3.5,6.3,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-700,Aluno-700,2022,9,Feminino,2022,0.0,Escola Pública,0,0,F,Ametista,7.738,5.0,9.2,8.7,9.0,7.5,,7.083,9.2,9.2,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-700,Aluno-700,2023,9,Feminino,2022,1.0,Pública,ALFA,0,ALFA J - G2/G3,Topázio,8.2852,5.0,7.8,9.7,9.5,7.52,6.25,9.84,7.5,8.0,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-700,Aluno-700,2024,11,Feminino,2022,2.0,Pública,1G,1,1G,Ametista,7.005745454500001,5.0,5.25,9.564393939,8.502,5.635,7.291666667,7.0,5.0,5.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-701,Aluno-701,2022,10,Masculino,2021,1.0,Escola Pública,0,0,F,Ametista,7.755,5.0,8.7,9.3,9.0,7.5,,7.417,8.7,8.7,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não indicado
RA-701,Aluno-701,2023,11,Masculino,2021,2.0,Pública,ALFA,0,ALFA J - G2/G3,Ametista,7.3982,5.0,7.2,9.9,9.5,3.77,6.25,7.68,7.3,7.0,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-702,Aluno-702,2022,8,Feminino,2022,0.0,Escola Pública,0,0,F,Ametista,7.387,10.0,6.8,8.6,10.0,5.0,,7.0,7.0,6.7,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não indicado
RA-702,Aluno-702,2023,9,Feminino,2022,1.0,Pública,ALFA,0,ALFA F - G0/G1,Topázio,8.239866667,5.0,9.3,10.0,10.0,5.63,7.5,7.833333333,9.3,9.3,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-702,Aluno-702,2024,10,Feminino,2022,2.0,Pública,ALFA,0,ALFA G - G2/G3,Ametista,7.665116666600001,5.0,9.25,9.75,9.002,2.51,7.8125,7.163333333,10.0,8.5,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-703,Aluno-703,2022,10,Masculino,2021,1.0,Escola Pública,0,0,F,Ágata,6.099,5.0,5.1,7.4,7.5,5.0,,6.833,5.3,4.8,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não indicado
RA-703,Aluno-703,2023,11,Masculino,2021,2.0,Pública,ALFA,0,ALFA T - G2/G3,Ágata,6.2737,5.0,4.6,8.4,9.5,3.14,6.875,6.16,4.8,4.3,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-704,Aluno-704,2022,10,Masculino,2022,0.0,Escola Pública,0,0,F,Ágata,6.741,5.0,7.2,8.6,9.0,5.0,,6.583,7.7,6.6,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-704,Aluno-704,2023,11,Masculino,2022,1.0,Pública,ALFA,0,ALFA J - G2/G3,Ágata,6.8297,5.0,6.1,9.9,10.0,3.14,5.625,6.265,6.5,5.7,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-704,Aluno-704,2024,12,Masculino,2022,2.0,Pública,1H,1,1H,Ágata,6.8121156785000005,5.0,6.5,8.646245059,7.502,5.635,6.458333333,6.616666667,6.0,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-705,Aluno-705,2022,10,Masculino,2022,0.0,Escola Pública,0,0,F,Ágata,6.634,5.0,7.1,6.2,9.5,7.5,,6.333,7.0,7.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-705,Aluno-705,2023,10,Masculino,2022,1.0,Pública,ALFA,0,ALFA V - G0/G1,Ágata,6.982,5.0,8.8,8.3,0.0,6.89,7.5,8.165,8.9,8.6,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-705,Aluno-705,2024,12,Masculino,2022,2.0,Pública,1H,1,1H,Quartzo,5.294247619100001,5.0,3.5,6.4285714285,9.002,5.005,5.625,4.226666667,2.0,5.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-706,Aluno-706,2022,10,Feminino,2021,1.0,Escola Pública,0,0,F,Ametista,7.659,5.0,9.1,6.7,9.5,7.5,,8.417,9.1,9.1,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,True,Não atendido
RA-706,Aluno-706,2023,10,Feminino,2021,2.0,Pública,ALFA,0,ALFA G - G2/G3,Ametista,7.1527,5.0,7.3,7.8,9.0,4.39,6.875,8.08,6.7,7.8,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-706,Aluno-706,2024,11,Feminino,2021,3.0,Pública,2G,2,2G,Quartzo,5.8701964286,10.0,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,3.0,3.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-707,Aluno-707,2022,10,Feminino,2020,2.0,Escola Pública,0,0,F,Ametista,7.679,5.0,8.5,8.1,10.0,6.9,,8.083,8.8,8.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-707,Aluno-707,2023,11,Feminino,2020,3.0,Pública,FASE 1,1,1H,Ágata,6.518,5.0,6.5,9.8,0.0,3.77,7.916666667,7.946666667,5.5,7.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-707,Aluno-707,2024,12,Feminino,2021,3.0,Pública,2G,2,2G,Ágata,6.4975618421000005,5.0,6.5,7.7236842105,7.917,4.375,6.40625,6.415,7.0,6.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-708,Aluno-708,2022,9,Masculino,2022,0.0,Escola Pública,0,0,F,Ametista,7.282,5.0,7.3,8.4,8.0,7.5,,7.583,7.1,7.6,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-708,Aluno-708,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA F - G0/G1,Ametista,7.5105,5.0,9.2,9.8,0.0,7.52,8.125,8.28,8.8,9.5,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-709,Aluno-709,2022,10,Feminino,2022,0.0,Escola Pública,0,0,F,Quartzo,5.313,5.0,2.3,3.5,9.5,7.5,,7.083,2.3,2.3,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-709,Aluno-709,2023,11,Feminino,2022,1.0,Pública,ALFA,0,ALFA G - G2/G3,Ágata,6.6927,5.0,4.9,7.9,10.0,7.52,5.625,6.59,5.5,4.3,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-709,Aluno-709,2024,12,Feminino,2022,2.0,Pública,1H,1,1H,Ágata,6.833780895800001,5.0,6.0,7.994071146,7.418,7.51,6.875,6.773333333,6.0,6.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-71,Aluno-71,2022,17,Feminino,2019,3.0,Escola Pública,5,5,C,Quartzo,4.332,5.0,1.2,2.0,7.9,7.5,,5.833,1.3,2.2,0.0,Fase 7 (3º EM),7.0,-2,Moderada,False,False,Não atendido
RA-71,Aluno-71,2023,18,Feminino,2019,4.0,Pública,FASE 6,6,6A,Ametista,7.3651,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,7.3,5.5,7.0,Fase 8 (Universitários),8.0,-2,Moderada,,,
RA-710,Aluno-710,2022,10,Masculino,2020,2.0,Escola Pública,0,0,G,Ametista,7.285,5.0,6.9,8.9,9.5,5.0,,8.0,7.0,6.8,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-710,Aluno-710,2023,11,Masculino,2020,3.0,Pública,FASE 1,1,1J,Ametista,7.0582,5.0,6.5,9.0,9.5,3.77,7.083333333,7.113333333,5.7,7.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-710,Aluno-710,2024,12,Masculino,2021,3.0,Pública,2G,2,2G,Ametista,7.0366241342,5.0,6.75,8.170995671,9.168,5.625,7.65625,6.5375,8.0,5.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-711,Aluno-711,2022,9,Masculino,2022,0.0,Escola Pública,0,0,G,Ágata,6.04,5.0,3.5,7.9,9.0,6.3,,6.0,4.0,3.0,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-712,Aluno-712,2022,11,Masculino,2019,3.0,Escola Pública,0,0,G,Ágata,6.026,5.0,8.0,5.1,8.0,5.0,,5.833,8.7,7.3,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não indicado
RA-712,Aluno-712,2023,12,Masculino,2019,4.0,Pública,FASE 1,1,1J,Ágata,6.331533333,5.0,6.7,5.6,9.5,3.14,7.5,6.836666667,5.5,7.8,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-712,Aluno-712,2024,13,Masculino,2021,3.0,Pública,2H,2,2H,Ágata,6.2236373706000006,5.0,6.75,5.983436853,7.502,5.625,6.5625,6.04,7.0,6.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-713,Aluno-713,2022,9,Masculino,2021,1.0,Escola Pública,0,0,G,Ametista,7.42,5.0,7.8,8.7,10.0,7.5,,7.25,8.0,7.7,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-713,Aluno-713,2023,10,Masculino,2021,2.0,Pública,FASE 1,1,1G,Ametista,7.408033333,5.0,7.5,9.6,8.0,3.77,6.875,8.166666667,6.7,8.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-713,Aluno-713,2024,11,Masculino,2021,3.0,Pública,2H,2,2H,Ametista,7.467500983400001,10.0,6.75,7.525879916999999,8.002,7.51,7.03125,6.79,6.0,7.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-714,Aluno-714,2022,11,Masculino,2019,3.0,Escola Pública,0,0,G,Ágata,6.953,5.0,8.0,6.9,9.0,5.6,,7.25,8.5,7.5,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não indicado
RA-714,Aluno-714,2023,12,Masculino,2019,4.0,Pública,FASE 1,1,1J,Ágata,6.078666667,5.0,7.4,8.0,0.0,3.14,7.5,7.223333333,6.7,8.0,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-714,Aluno-714,2024,13,Masculino,2021,3.0,Pública,2H,2,2H,Quartzo,5.4653662008,5.0,4.0,6.873706004,0.0,6.255,7.65625,6.9975,8.0,0.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-715,Aluno-715,2022,9,Feminino,2022,0.0,Escola Pública,0,0,G,Ágata,6.656,5.0,4.9,8.7,8.5,4.4,,7.917,4.8,5.0,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não indicado
RA-715,Aluno-715,2023,10,Feminino,2022,1.0,Pública,ALFA,0,ALFA I - G2/G3,Quartzo,5.8915,5.0,5.4,9.5,0.0,3.14,5.625,7.675,4.5,6.3,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-715,Aluno-715,2024,11,Feminino,2022,2.0,Pública,2I,2,2I,Quartzo,5.3098253133,10.0,2.75,5.250626566499999,9.002,3.755,5.0,4.67,2.0,3.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-716,Aluno-716,2022,9,Masculino,2022,0.0,Escola Pública,0,0,G,Ágata,6.525,5.0,6.7,8.1,8.9,7.5,,5.417,7.3,6.0,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-716,Aluno-716,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1G,Ágata,6.813366667,5.0,5.6,8.7,9.0,3.77,6.875,7.443333333,5.0,6.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-716,Aluno-716,2024,11,Masculino,2022,2.0,Pública,1J,1,1J,Ágata,6.2372943675000005,5.0,5.75,5.5335968375,9.002,7.51,6.71875,5.7875,5.5,6.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-717,Aluno-717,2022,10,Feminino,2021,1.0,Escola Pública,0,0,G,Ágata,6.832,5.0,5.4,7.3,9.0,7.5,,7.917,5.0,5.8,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-717,Aluno-717,2023,11,Feminino,2021,2.0,Pública,FASE 1,1,1G,Ágata,6.633833333,5.0,5.9,8.5,0.0,7.52,8.125,8.446666667,5.5,6.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-718,Aluno-718,2022,8,Feminino,2022,0.0,Escola Pública,0,0,G,Topázio,8.093,10.0,9.2,8.9,8.0,6.3,,7.417,9.2,9.2,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-718,Aluno-718,2023,9,Feminino,2022,1.0,Pública,FASE 1,1,1G,Topázio,8.166866667,10.0,7.8,9.1,9.5,3.77,7.916666667,8.39,6.3,9.2,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-718,Aluno-718,2024,10,Feminino,2022,2.0,Pública,2I,2,2I,Topázio,8.705811111100001,10.0,9.5,9.5138888885,10.002,5.635,7.5,7.946666667,9.0,10.0,,Fase 1 (3° e 4° ano),1.0,1,Em fase,,,
RA-719,Aluno-719,2022,10,Feminino,2021,1.0,Escola Pública,0,0,G,Quartzo,5.552,5.0,4.2,4.6,9.0,7.5,,6.083,5.0,3.3,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-719,Aluno-719,2023,11,Masculino,2021,2.0,Pública,ALFA,0,ALFA J - G2/G3,Ágata,6.4137,5.0,5.9,5.3,9.5,7.52,5.625,7.095,7.0,4.7,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-719,Aluno-719,2024,12,Masculino,2021,3.0,Pública,1J,1,1J,Ametista,7.1193969697,5.0,6.5,7.3484848485,10.002,7.51,7.5,6.7425,5.0,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-72,Aluno-72,2022,17,Feminino,2022,0.0,Escola Pública,5,5,C,Ametista,7.64,5.0,7.8,7.5,8.3,7.5,,8.667,7.5,7.8,8.0,Fase 7 (3º EM),7.0,-2,Moderada,True,True,Não atendido
RA-720,Aluno-720,2022,9,Feminino,2021,1.0,Escola Pública,0,0,G,Ágata,6.731,5.0,7.6,5.9,8.0,7.5,,7.083,7.3,7.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-721,Aluno-721,2022,8,Feminino,2021,1.0,Escola Pública,0,0,G,Ametista,7.973,10.0,7.6,8.1,9.5,7.5,,7.917,8.2,7.0,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-721,Aluno-721,2023,9,Feminino,2021,2.0,Pública,FASE 1,1,1G,Topázio,8.683366667,10.0,8.4,9.5,8.5,7.52,8.125,8.443333333,7.5,9.3,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-721,Aluno-721,2024,10,Feminino,2021,3.0,Pública,2G,2,2G,Topázio,8.8986026915,10.0,8.25,9.544513457499999,9.002,8.135,8.75,8.755,9.0,7.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-722,Aluno-722,2022,9,Feminino,2021,1.0,Escola Pública,0,0,G,Ametista,7.41,5.0,8.1,8.1,10.0,4.4,,8.333,7.8,8.3,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-722,Aluno-722,2023,10,Feminino,2021,2.0,Pública,FASE 1,1,1N,Ametista,7.3387,5.0,6.4,9.6,8.5,2.52,8.125,8.67,4.5,8.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-723,Aluno-723,2022,8,Feminino,2022,0.0,Escola Pública,0,0,H,Ametista,7.426,10.0,5.5,6.6,10.0,8.1,,8.167,5.3,5.7,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-724,Aluno-724,2022,8,Feminino,2022,0.0,Escola Pública,0,0,H,Ágata,6.931,10.0,5.6,5.9,9.5,5.6,,8.0,2.9,8.3,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-725,Aluno-725,2022,8,Masculino,2022,0.0,Escola Pública,0,0,H,Ágata,6.33,10.0,5.0,5.9,8.0,8.1,,5.5,4.0,6.0,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-725,Aluno-725,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA F - G0/G1,Topázio,8.117366667,5.0,8.4,9.0,9.5,7.52,8.125,8.113333333,8.1,8.7,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-725,Aluno-725,2024,10,Masculino,2022,2.0,Pública,ALFA,0,ALFA G - G2/G3,Ametista,7.0900771929,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,7.0,7.5,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-726,Aluno-726,2022,7,Feminino,2022,0.0,Escola Pública,0,0,H,Ágata,6.985,10.0,4.4,7.5,10.0,7.5,,6.583,5.8,3.0,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-726,Aluno-726,2023,8,Feminino,2022,1.0,Pública,ALFA,0,ALFA H - G0/G1,Ametista,7.3687,10.0,6.0,6.1,10.0,7.52,5.625,8.17,6.2,5.8,,ALFA (1° e 2° ano),,0,Em fase,,,
